overall interesting clarity materials tasks user_id lesson_name stream_name module_name course share45 var
5.0 5.0 5.0 5.0 5.0 12826748 "Морально готовимся к учебе" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.0
3.0 3.0 4.0 3.0 4.0 17486314 "Работа с компьютером: базовые инструменты для учебы" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.5 0.3333333333333333
5.0 5.0 5.0  5.0 15973998 "Регрессионное, smoke и повторное тестирование" "Профессия инженер по тестированию 29.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 0.0
5.0 5.0 5.0 4.0 4.0 14340691 "25.1 Хостинг и знакомство с докер" "Профессия Python-разработчик 8.0" "5. Погружение в Python, хостинг и деплой" "Профессия Python разработчик" 1.0 0.3333333333333333
4.0 3.0 5.0 4.0 4.0 5109217 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 0.75 0.6666666666666666
3.0 3.0 4.0 2.0 3.0 17486314 "Настраиваемся на учебу" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.25 0.6666666666666666
4.0 4.0 5.0 4.0 3.0 16216494 "Отчетность и метрики тестирования" "Профессия инженер по тестированию 30.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 0.6666666666666666
2.0 3.0 2.0 4.0  16200497 "Урок 3. Генерация новых признаков и очистка данных в SQL" "Профессия Аналитик данных 25.0" SQL "Профессия Аналитик данных" 0.25 1.0
5.0 5.0 5.0 5.0 5.0 12826748 "Новый ритм жизни – работа с календарем" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.0
4.0 4.0 4.0 5.0 4.0 16042546 "Курсовая Работа SQL ч.1" "Профессия Аналитик данных 24.0" SQL "Профессия Аналитик данных" 1.0 0.25
5.0 4.0 5.0 5.0 4.0 12826748 "Добро пожаловать" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.3333333333333333
4.0 5.0 5.0 5.0 5.0 17573030 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 16616077 Баг-репорты "Профессия инженер по тестированию 32.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.25
4.0 4.0 4.0 2.0 4.0 16948724 "Урок 3. Агрегация данных" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 1.0
4.0 4.0 3.0 4.0 5.0 15154920 "Browser Object Model. Введение в Document Object Model ч.2" "Профессия Веб-разработчик 4.0" "3. JavaScript в браузере" "Профессия Веб-разработчик" 0.75 0.6666666666666666
5.0 4.0 5.0 5.0 5.0 17294019 "Урок 3. Агрегация данных" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.25
3.0 4.0 5.0 2.0 4.0 17486314 "У меня получилось: видео-истории выпускников" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.75 1.5833333333333333
4.0 5.0 5.0 5.0 5.0 5599575 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 15117917 "Знакомство с JavaScript" "Профессия Веб-разработчик 8.0" "2. Основы JavaScript" "Профессия Веб-разработчик" 1.0 0.0
4.0 4.0 5.0 4.0 5.0 5599575 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 1.0 0.3333333333333333
4.0 4.0 5.0  4.0 17636126 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 0.75 0.33333333333333337
4.0 4.0 5.0 4.0 4.0 16590398 "Расстановка приоритетов" "Профессия инженер по тестированию 33.0 Профессия QA" Soft-трек "Профессия QA" 1.0 0.25
4.0 4.0 5.0 5.0 5.0 17111621 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 1.0 0.25
4.0 4.0 5.0 4.0 5.0 14264427 "14.1 Знакомство с SQL" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.3333333333333333
5.0 4.0 4.0 4.0 4.0 17560134 "Настраиваемся на учебу" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 14310299 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 1.0 0.25
4.0 3.0 3.0 4.0 4.0 17560134 "У меня получилось: видео-истории выпускников" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 0.5 0.3333333333333333
5.0 5.0 5.0 5.0 5.0 17657414 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 16004330 "Урок 10. Оконные функции в SQL" "Профессия Аналитик данных 24.0" SQL "Профессия Аналитик данных" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 17560134 "Добро пожаловать!" "Профессия Аналитик данных 30.0" "Погружение в профессию" "Профессия Аналитик данных 4.0" 1.0 0.25
4.0 3.0 5.0 4.0 2.0 13908869 "22.1 Паттерны и антипаттерны" "Профессия Python-разработчик 9.0" "5. Погружение в Python, хостинг и деплой" "Профессия Python разработчик" 0.5 1.6666666666666667
4.0 4.0 5.0  4.0 17636126 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 0.75 0.33333333333333337
4.0 4.0 3.0 3.0 4.0 13729618 "6 урок. Контекст вычисления и его модификация" "Профессия Аналитик данных 11.0" BI "Профессия Аналитик данных 2.0" 0.5 0.3333333333333333
5.0 5.0 5.0 5.0 5.0 6080701 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 1.0 0.0
